ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
1590,Strakonice-Nišovice,307,Jihočeský kraj
1591,Strakonice-Bratronice,307,Jihočeský kraj
1592,Strakonice-Strakonice,307,Jihočeský kraj
1593,Strakonice-Bavorov,307,Jihočeský kraj
1594,Strakonice-Bělčice,307,Jihočeský kraj
1595,Strakonice-Bílsko,307,Jihočeský kraj
1596,Strakonice-Blatná,307,Jihočeský kraj
1597,Strakonice-Cehnice,307,Jihočeský kraj
1598,Strakonice-Čejetice,307,Jihočeský kraj
1599,Strakonice-Čepřovice,307,Jihočeský kraj
1600,Strakonice-Čestice,307,Jihočeský kraj
1601,Strakonice-Číčenice,307,Jihočeský kraj
1602,Strakonice-Doubravice,307,Jihočeský kraj
1603,Strakonice-Drahonice,307,Jihočeský kraj
1604,Strakonice-Drážov,307,Jihočeský kraj
1605,Strakonice-Dřešín,307,Jihočeský kraj
1606,Strakonice-Hoslovice,307,Jihočeský kraj
1607,Strakonice-Hoštice,307,Jihočeský kraj
1608,Strakonice-Chelčice,307,Jihočeský kraj
1609,Strakonice-Chrášťovice,307,Jihočeský kraj
1610,Strakonice-Jinín,307,Jihočeský kraj
1611,Strakonice-Kadov,307,Jihočeský kraj
1612,Strakonice-Katovice,307,Jihočeský kraj
1613,Strakonice-Kraselov,307,Jihočeský kraj
1614,Strakonice-Libějovice,307,Jihočeský kraj
1615,Strakonice-Litochovice,307,Jihočeský kraj
1616,Strakonice-Lnáře,307,Jihočeský kraj
1617,Strakonice-Malenice,307,Jihočeský kraj
1618,Strakonice-Mečichov,307,Jihočeský kraj
1619,Strakonice-Miloňovice,307,Jihočeský kraj
1620,Strakonice-Myštice,307,Jihočeský kraj
1621,Strakonice-Nihošovice,307,Jihočeský kraj
1622,Strakonice-Novosedly,307,Jihočeský kraj
1623,Strakonice-Osek,307,Jihočeský kraj
1624,Strakonice-Paračov,307,Jihočeský kraj
1625,Strakonice-Hajany,307,Jihočeský kraj
1626,Strakonice-Pracejovice,307,Jihočeský kraj
1627,Strakonice-Předmíř,307,Jihočeský kraj
1628,Strakonice-Předslavice,307,Jihočeský kraj
1629,Strakonice-Přešťovice,307,Jihočeský kraj
1630,Strakonice-Radomyšl,307,Jihočeský kraj
1631,Strakonice-Radošovice,307,Jihočeský kraj
1632,Strakonice-Sedlice,307,Jihočeský kraj
1633,Strakonice-Skočice,307,Jihočeský kraj
1634,Strakonice-Sousedovice,307,Jihočeský kraj
1635,Strakonice-Strašice,307,Jihočeský kraj
1636,Strakonice-Střelské Hoštice,307,Jihočeský kraj
1637,Strakonice-Škvořetice,307,Jihočeský kraj
1638,Strakonice-Štěkeň,307,Jihočeský kraj
1639,Strakonice-Třebohostice,307,Jihočeský kraj
1640,Strakonice-Uzenice,307,Jihočeský kraj
1641,Strakonice-Vodňany,307,Jihočeský kraj
1642,Strakonice-Volenice,307,Jihočeský kraj
1643,Strakonice-Volyně,307,Jihočeský kraj
1644,Strakonice-Záboří,307,Jihočeský kraj
1645,Strakonice-Budyně,307,Jihočeský kraj
1646,Strakonice-Lažany,307,Jihočeský kraj
1647,Strakonice-Nová Ves,307,Jihočeský kraj
1648,Strakonice-Drachkov,307,Jihočeský kraj
1649,Strakonice-Droužetice,307,Jihočeský kraj
1650,Strakonice-Mutěnice,307,Jihočeský kraj
1651,Strakonice-Kuřimany,307,Jihočeský kraj
1652,Strakonice-Kladruby,307,Jihočeský kraj
1653,Strakonice-Hájek,307,Jihočeský kraj
1654,Strakonice-Únice,307,Jihočeský kraj
1655,Strakonice-Pivkovice,307,Jihočeský kraj
1656,Strakonice-Bezdědovice,307,Jihočeský kraj
1657,Strakonice-Skály,307,Jihočeský kraj
1658,Strakonice-Lažánky,307,Jihočeský kraj
1659,Tábor-Katov,308,Jihočeský kraj
1660,Tábor-Nadějkov,308,Jihočeský kraj
1661,Tábor-Turovec,308,Jihočeský kraj
1662,Tábor-Tábor,308,Jihočeský kraj
1663,Tábor-Bechyně,308,Jihočeský kraj
1664,Tábor-Borkovice,308,Jihočeský kraj
1665,Tábor-Borotín,308,Jihočeský kraj
1666,Tábor-Bradáčov,308,Jihočeský kraj
1667,Tábor-Březnice,308,Jihočeský kraj
1668,Tábor-Budislav,308,Jihočeský kraj
1669,Tábor-Dírná,308,Jihočeský kraj
1670,Tábor-Dobronice u Bechyně,308,Jihočeský kraj
1671,Tábor-Dolní Hořice,308,Jihočeský kraj
1672,Tábor-Dráchov,308,Jihočeský kraj
1673,Tábor-Dražice,308,Jihočeský kraj
1674,Tábor-Dražičky,308,Jihočeský kraj
1675,Tábor-Hlavatce,308,Jihočeský kraj
1676,Tábor-Chotěmice,308,Jihočeský kraj
1677,Tábor-Chotoviny,308,Jihočeský kraj
1678,Tábor-Choustník,308,Jihočeský kraj
1679,Tábor-Chýnov,308,Jihočeský kraj
1680,Tábor-Jistebnice,308,Jihočeský kraj
1681,Tábor-Košice,308,Jihočeský kraj
1682,Tábor-Malšice,308,Jihočeský kraj
1683,Tábor-Mladá Vožice,308,Jihočeský kraj
1684,Tábor-Mlýny,308,Jihočeský kraj
1685,Tábor-Myslkovice,308,Jihočeský kraj
1686,Tábor-Nemyšl,308,Jihočeský kraj
1687,Tábor-Nová Ves u Chýnova,308,Jihočeský kraj
1688,Tábor-Oldřichov,308,Jihočeský kraj
1689,Tábor-Opařany,308,Jihočeský kraj
1690,Tábor-Planá nad Lužnicí,308,Jihočeský kraj
1691,Tábor-Pohnání,308,Jihočeský kraj
1692,Tábor-Pojbuky,308,Jihočeský kraj
1693,Tábor-Přehořov,308,Jihočeský kraj
1694,Tábor-Radenín,308,Jihočeský kraj
1695,Tábor-Radětice,308,Jihočeský kraj
1696,Tábor-Radimovice u Želče,308,Jihočeský kraj
1697,Tábor-Radkov,308,Jihočeský kraj
1698,Tábor-Rataje,308,Jihočeský kraj
1699,Tábor-Ratibořské Hory,308,Jihočeský kraj
1700,Tábor-Roudná,308,Jihočeský kraj
1701,Tábor-Řepeč,308,Jihočeský kraj
1702,Tábor-Sezimovo Ústí,308,Jihočeský kraj
1703,Tábor-Skalice,308,Jihočeský kraj
1704,Tábor-Skopytce,308,Jihočeský kraj
1705,Tábor-Smilovy Hory,308,Jihočeský kraj
1706,Tábor-Soběslav,308,Jihočeský kraj
1707,Tábor-Stádlec,308,Jihočeský kraj
1708,Tábor-Sudoměřice u Bechyně,308,Jihočeský kraj
1709,Tábor-Sudoměřice u Tábora,308,Jihočeský kraj
1710,Tábor-Sviny,308,Jihočeský kraj
1711,Tábor-Šebířov,308,Jihočeský kraj
1712,Tábor-Tučapy,308,Jihočeský kraj
1713,Tábor-Val,308,Jihočeský kraj
1714,Tábor-Vesce,308,Jihočeský kraj
1715,Tábor-Veselí nad Lužnicí,308,Jihočeský kraj
1716,Tábor-Vilice,308,Jihočeský kraj
1717,Tábor-Vlastiboř,308,Jihočeský kraj
1718,Tábor-Vlkov,308,Jihočeský kraj
1719,Tábor-Vodice,308,Jihočeský kraj
1720,Tábor-Zálší,308,Jihočeský kraj
1721,Tábor-Zvěrotice,308,Jihočeský kraj
1722,Tábor-Želeč,308,Jihočeský kraj
1723,Tábor-Nasavrky,308,Jihočeský kraj
1724,Tábor-Zhoř u Tábora,308,Jihočeský kraj
1725,Tábor-Běleč,308,Jihočeský kraj
1726,Tábor-Hlasivo,308,Jihočeský kraj
1727,Tábor-Řemíčov,308,Jihočeský kraj
1728,Tábor-Dolní Hrachovice,308,Jihočeský kraj
1729,Tábor-Pohnánec,308,Jihočeský kraj
1730,Tábor-Rodná,308,Jihočeský kraj
1731,Tábor-Krátošice,308,Jihočeský kraj
1732,Tábor-Skrýchov u Malšic,308,Jihočeský kraj
1733,Tábor-Mažice,308,Jihočeský kraj
1734,Tábor-Hodonice,308,Jihočeský kraj
1735,Tábor-Košín,308,Jihočeský kraj
1736,Tábor-Jedlany,308,Jihočeský kraj
1737,Tábor-Krtov,308,Jihočeský kraj
1738,Tábor-Chrbonín,308,Jihočeský kraj
1739,Tábor-Třebějice,308,Jihočeský kraj
1740,Tábor-Svrabov,308,Jihočeský kraj
1741,Tábor-Radimovice u Tábora,308,Jihočeský kraj
1742,Tábor-Meziříčí,308,Jihočeský kraj
1743,Tábor-Balkova Lhota,308,Jihočeský kraj
1744,Tábor-Drhovice,308,Jihočeský kraj
1745,Tábor-Bečice,308,Jihočeský kraj
1746,Tábor-Psárov,308,Jihočeský kraj
1747,Tábor-Vlčeves,308,Jihočeský kraj
1748,Tábor-Nová Ves u Mladé Vožice,308,Jihočeský kraj
1749,Tábor-Libějice,308,Jihočeský kraj
1750,Tábor-Lom,308,Jihočeský kraj
1751,Tábor-Haškovcova Lhota,308,Jihočeský kraj
1752,Tábor-Dlouhá Lhota,308,Jihočeský kraj
1753,Tábor-Černýšovice,308,Jihočeský kraj
1754,Tábor-Drahov,308,Jihočeský kraj
1755,Tábor-Žíšov,308,Jihočeský kraj
1756,Tábor-Zadní Střítež,308,Jihočeský kraj
1757,Tábor-Klenovice,308,Jihočeský kraj
1758,Tábor-Hodětín,308,Jihočeský kraj
1759,Tábor-Záhoří,308,Jihočeský kraj
1760,Tábor-Slapsko,308,Jihočeský kraj
1761,Tábor-Zhoř u Mladé Vožice,308,Jihočeský kraj
1762,Tábor-Slapy,308,Jihočeský kraj
1763,Tábor-Řípec,308,Jihočeský kraj
1764,Tábor-Ústrašice,308,Jihočeský kraj
1765,Tábor-Mezná,308,Jihočeský kraj
1766,Tábor-Sedlečko u Soběslavě,308,Jihočeský kraj
1767,Tábor-Zlukov,308,Jihočeský kraj
1768,Tábor-Komárov,308,Jihočeský kraj
1769,Domažlice-Domažlice,401,Plzeňský kraj
1770,Domažlice-Babylon,401,Plzeňský kraj
1771,Domažlice-Bělá nad Radbuzou,401,Plzeňský kraj
1772,Domažlice-Blížejov,401,Plzeňský kraj
1773,Domažlice-Čermná,401,Plzeňský kraj
1774,Domažlice-Česká Kubice,401,Plzeňský kraj
1775,Domažlice-Díly,401,Plzeňský kraj
1776,Domažlice-Drahotín,401,Plzeňský kraj
1777,Domažlice-Draženov,401,Plzeňský kraj
1778,Domažlice-Hlohová,401,Plzeňský kraj
1779,Domažlice-Horšovský Týn,401,Plzeňský kraj
1780,Domažlice-Hostouň,401,Plzeňský kraj
1781,Domažlice-Chocomyšl,401,Plzeňský kraj
1782,Domažlice-Chodov,401,Plzeňský kraj
1783,Domažlice-Chodská Lhota,401,Plzeňský kraj
1784,Domažlice-Chrastavice,401,Plzeňský kraj
1785,Domažlice-Kaničky,401,Plzeňský kraj
1786,Domažlice-Kdyně,401,Plzeňský kraj
1787,Domažlice-Klenčí pod Čerchovem,401,Plzeňský kraj
1788,Domažlice-Koloveč,401,Plzeňský kraj
1789,Domažlice-Kout na Šumavě,401,Plzeňský kraj
1790,Domažlice-Křenovy,401,Plzeňský kraj
1791,Domažlice-Libkov,401,Plzeňský kraj
1792,Domažlice-Loučim,401,Plzeňský kraj
1793,Domažlice-Luženičky,401,Plzeňský kraj
1794,Domažlice-Meclov,401,Plzeňský kraj
1795,Domažlice-Mezholezy,401,Plzeňský kraj
1796,Domažlice-Milavče,401,Plzeňský kraj
1797,Domažlice-Mířkov,401,Plzeňský kraj
1798,Domažlice-Mrákov,401,Plzeňský kraj
1799,Domažlice-Mutěnín,401,Plzeňský kraj
1800,Domažlice-Nemanice,401,Plzeňský kraj
1801,Domažlice-Nevolice,401,Plzeňský kraj
1802,Domažlice-Nový Kramolín,401,Plzeňský kraj
1803,Domažlice-Osvračín,401,Plzeňský kraj
1804,Domažlice-Pasečnice,401,Plzeňský kraj
1805,Domažlice-Pec,401,Plzeňský kraj
1806,Domažlice-Poběžovice,401,Plzeňský kraj
1807,Domažlice-Pocinovice,401,Plzeňský kraj
1808,Domažlice-Postřekov,401,Plzeňský kraj
1809,Domažlice-Puclice,401,Plzeňský kraj
1810,Domažlice-Rybník,401,Plzeňský kraj
1811,Domažlice-Semněvice,401,Plzeňský kraj
1812,Domažlice-Spáňov,401,Plzeňský kraj
1813,Domažlice-Srbice,401,Plzeňský kraj
1814,Domažlice-Srby,401,Plzeňský kraj
1815,Domažlice-Staňkov,401,Plzeňský kraj
1816,Domažlice-Stráž,401,Plzeňský kraj
1817,Domažlice-Tlumačov,401,Plzeňský kraj
1818,Domažlice-Trhanov,401,Plzeňský kraj
1819,Domažlice-Újezd,401,Plzeňský kraj
1820,Domažlice-Únějovice,401,Plzeňský kraj
1821,Domažlice-Úsilov,401,Plzeňský kraj
1822,Domažlice-Velký Malahov,401,Plzeňský kraj
1823,Domažlice-Vidice,401,Plzeňský kraj
1824,Domažlice-Všepadly,401,Plzeňský kraj
1825,Domažlice-Všeruby,401,Plzeňský kraj
1826,Domažlice-Zahořany,401,Plzeňský kraj
1827,Domažlice-Ždánov,401,Plzeňský kraj
1828,Domažlice-Brnířov,401,Plzeňský kraj
1829,Domažlice-Kanice,401,Plzeňský kraj
1830,Domažlice-Úboč,401,Plzeňský kraj
1831,Domažlice-Hradiště,401,Plzeňský kraj
1832,Domažlice-Otov,401,Plzeňský kraj
1833,Domažlice-Vlkanov,401,Plzeňský kraj
1834,Domažlice-Hora Svatého Václava,401,Plzeňský kraj
1835,Domažlice-Mnichov,401,Plzeňský kraj
1836,Domažlice-Hvožďany,401,Plzeňský kraj
1837,Domažlice-Poděvousy,401,Plzeňský kraj
1838,Domažlice-Pelechy,401,Plzeňský kraj
1839,Domažlice-Hlohovčice,401,Plzeňský kraj
1840,Domažlice-Nová Ves,401,Plzeňský kraj
1841,Domažlice-Němčice,401,Plzeňský kraj
1842,Domažlice-Močerady,401,Plzeňský kraj
1843,Domažlice-Pařezov,401,Plzeňský kraj
1844,Klatovy-Bukovník,404,Plzeňský kraj
1845,Klatovy-Dobršín,404,Plzeňský kraj
1846,Klatovy-Myslovice,404,Plzeňský kraj
1847,Klatovy-Ježovy,404,Plzeňský kraj
1848,Klatovy-Poleň,404,Plzeňský kraj
1849,Klatovy-Hejná,404,Plzeňský kraj
1850,Klatovy-Kejnice,404,Plzeňský kraj
1851,Klatovy-Běhařov,404,Plzeňský kraj
1852,Klatovy-Klenová,404,Plzeňský kraj
1853,Klatovy-Javor,404,Plzeňský kraj
1854,Klatovy-Týnec,404,Plzeňský kraj
1855,Klatovy-Obytce,404,Plzeňský kraj
1856,Klatovy-Břežany,404,Plzeňský kraj
1857,Klatovy-Kvášňovice,404,Plzeňský kraj
1858,Klatovy-Olšany,404,Plzeňský kraj
1859,Klatovy-Číhaň,404,Plzeňský kraj
1860,Klatovy-Mlýnské Struhadlo,404,Plzeňský kraj
1861,Klatovy-Hnačov,404,Plzeňský kraj
1862,Klatovy-Horská Kvilda,404,Plzeňský kraj
1863,Klatovy-Modrava,404,Plzeňský kraj
