ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
3002,Hradec Králové-Káranice,602,Královéhradecký kraj
3003,Hradec Králové-Klamoš,602,Královéhradecký kraj
3004,Hradec Králové-Kosice,602,Královéhradecký kraj
3005,Hradec Králové-Kosičky,602,Královéhradecký kraj
3006,Hradec Králové-Králíky,602,Královéhradecký kraj
3007,Hradec Králové-Kratonohy,602,Královéhradecký kraj
3008,Hradec Králové-Kunčice,602,Královéhradecký kraj
3009,Hradec Králové-Lejšovka,602,Královéhradecký kraj
3010,Hradec Králové-Lhota pod Libčany,602,Královéhradecký kraj
3011,Hradec Králové-Libčany,602,Královéhradecký kraj
3012,Hradec Králové-Libníkovice,602,Královéhradecký kraj
3013,Hradec Králové-Librantice,602,Královéhradecký kraj
3014,Hradec Králové-Libřice,602,Královéhradecký kraj
3015,Hradec Králové-Lišice,602,Královéhradecký kraj
3016,Hradec Králové-Lodín,602,Královéhradecký kraj
3017,Hradec Králové-Lochenice,602,Královéhradecký kraj
3018,Hradec Králové-Lovčice,602,Královéhradecký kraj
3019,Hradec Králové-Lužany,602,Královéhradecký kraj
3020,Hradec Králové-Lužec nad Cidlinou,602,Královéhradecký kraj
3021,Hradec Králové-Měník,602,Královéhradecký kraj
3022,Hradec Králové-Mlékosrby,602,Královéhradecký kraj
3023,Hradec Králové-Mokrovousy,602,Královéhradecký kraj
3024,Hradec Králové-Myštěves,602,Královéhradecký kraj
3025,Hradec Králové-Mžany,602,Královéhradecký kraj
3026,Hradec Králové-Neděliště,602,Královéhradecký kraj
3027,Hradec Králové-Nechanice,602,Královéhradecký kraj
3028,Hradec Králové-Nepolisy,602,Královéhradecký kraj
3029,Hradec Králové-Nové Město,602,Královéhradecký kraj
3030,Hradec Králové-Nový Bydžov,602,Královéhradecký kraj
3031,Hradec Králové-Ohnišťany,602,Královéhradecký kraj
3032,Hradec Králové-Olešnice,602,Královéhradecký kraj
3033,Hradec Králové-Osice,602,Královéhradecký kraj
3034,Hradec Králové-Osičky,602,Královéhradecký kraj
3035,Hradec Králové-Petrovice,602,Královéhradecký kraj
3036,Hradec Králové-Písek,602,Královéhradecký kraj
3037,Hradec Králové-Prasek,602,Královéhradecký kraj
3038,Hradec Králové-Praskačka,602,Královéhradecký kraj
3039,Hradec Králové-Předměřice nad Labem,602,Královéhradecký kraj
3040,Hradec Králové-Převýšov,602,Královéhradecký kraj
3041,Hradec Králové-Račice nad Trotinou,602,Královéhradecký kraj
3042,Hradec Králové-Radíkovice,602,Královéhradecký kraj
3043,Hradec Králové-Radostov,602,Královéhradecký kraj
3044,Hradec Králové-Roudnice,602,Královéhradecký kraj
3045,Hradec Králové-Sendražice,602,Královéhradecký kraj
3046,Hradec Králové-Skalice,602,Královéhradecký kraj
3047,Hradec Králové-Skřivany,602,Královéhradecký kraj
3048,Hradec Králové-Sloupno,602,Královéhradecký kraj
3049,Hradec Králové-Smidary,602,Královéhradecký kraj
3050,Hradec Králové-Smiřice,602,Královéhradecký kraj
3051,Hradec Králové-Smržov,602,Královéhradecký kraj
3052,Hradec Králové-Sovětice,602,Královéhradecký kraj
3053,Hradec Králové-Stará Voda,602,Královéhradecký kraj
3054,Hradec Králové-Stěžery,602,Královéhradecký kraj
3055,Hradec Králové-Stračov,602,Královéhradecký kraj
3056,Hradec Králové-Střezetice,602,Královéhradecký kraj
3057,Hradec Králové-Syrovátka,602,Královéhradecký kraj
3058,Hradec Králové-Šaplava,602,Královéhradecký kraj
3059,Hradec Králové-Těchlovice,602,Královéhradecký kraj
3060,Hradec Králové-Třebechovice pod Orebem,602,Královéhradecký kraj
3061,Hradec Králové-Třesovice,602,Královéhradecký kraj
3062,Hradec Králové-Vinary,602,Královéhradecký kraj
3063,Hradec Králové-Všestary,602,Královéhradecký kraj
3064,Hradec Králové-Výrava,602,Královéhradecký kraj
3065,Hradec Králové-Vysoká nad Labem,602,Královéhradecký kraj
3066,Hradec Králové-Zachrašťany,602,Královéhradecký kraj
3067,Hradec Králové-Starý Bydžov,602,Královéhradecký kraj
3068,Hradec Králové-Sadová,602,Královéhradecký kraj
3069,Hradec Králové-Puchlovice,602,Královéhradecký kraj
3070,Hradec Králové-Hvozdnice,602,Královéhradecký kraj
3071,Hradec Králové-Kobylice,602,Královéhradecký kraj
3072,Hradec Králové-Zdechovice,602,Královéhradecký kraj
3073,Hradec Králové-Máslojedy,602,Královéhradecký kraj
3074,Hradec Králové-Jílovice,602,Královéhradecký kraj
3075,Hradec Králové-Ledce,602,Královéhradecký kraj
3076,Jičín-Staré Hrady,604,Královéhradecký kraj
3077,Jičín-Bříšťany,604,Královéhradecký kraj
3078,Jičín-Milovice u Hořic,604,Královéhradecký kraj
3079,Jičín-Petrovičky,604,Královéhradecký kraj
3080,Jičín-Sukorady,604,Královéhradecký kraj
3081,Jičín-Rokytňany,604,Královéhradecký kraj
3082,Jičín-Bílsko u Hořic,604,Královéhradecký kraj
3083,Jičín-Ohaveč,604,Královéhradecký kraj
3084,Jičín-Kostelec,604,Královéhradecký kraj
3085,Jičín-Kovač,604,Královéhradecký kraj
3086,Jičín-Budčeves,604,Královéhradecký kraj
3087,Jičín-Sedliště,604,Královéhradecký kraj
3088,Jičín-Borek,604,Královéhradecký kraj
3089,Jičín-Červená Třemešná,604,Královéhradecký kraj
3090,Jičín-Vřesník,604,Královéhradecký kraj
3091,Jičín-Choteč,604,Královéhradecký kraj
3092,Jičín-Březina,604,Královéhradecký kraj
3093,Jičín-Dolní Lochov,604,Královéhradecký kraj
3094,Jičín-Staré Místo,604,Královéhradecký kraj
3095,Jičín-Brada-Rybníček,604,Královéhradecký kraj
3096,Jičín-Dílce,604,Královéhradecký kraj
3097,Jičín-Jinolice,604,Královéhradecký kraj
3098,Jičín-Kbelnice,604,Královéhradecký kraj
3099,Jičín-Ohařice,604,Královéhradecký kraj
3100,Jičín-Zámostí-Blata,604,Královéhradecký kraj
3101,Jičín-Nevratice,604,Královéhradecký kraj
3102,Jičín-Chyjice,604,Královéhradecký kraj
3103,Jičín-Rašín,604,Královéhradecký kraj
3104,Jičín-Butoves,604,Královéhradecký kraj
3105,Jičín-Kacákova Lhota,604,Královéhradecký kraj
3106,Jičín-Cholenice,604,Královéhradecký kraj
3107,Jičín-Bačalky,604,Královéhradecký kraj
3108,Jičín-Kyje,604,Královéhradecký kraj
3109,Jičín-Vrbice,604,Královéhradecký kraj
3110,Jičín-Kozojedy,604,Královéhradecký kraj
3111,Jičín-Sekeřice,604,Královéhradecký kraj
3112,Jičín-Slavhostice,604,Královéhradecký kraj
3113,Jičín-Jičín,604,Královéhradecký kraj
3114,Jičín-Bašnice,604,Královéhradecký kraj
3115,Jičín-Běchary,604,Královéhradecký kraj
3116,Jičín-Boháňka,604,Královéhradecký kraj
3117,Jičín-Tetín,604,Královéhradecký kraj
3118,Jičín-Bystřice,604,Královéhradecký kraj
3119,Jičín-Cerekvice nad Bystřicí,604,Královéhradecký kraj
3120,Jičín-Češov,604,Královéhradecký kraj
3121,Jičín-Dětenice,604,Královéhradecký kraj
3122,Jičín-Dobrá Voda u Hořic,604,Královéhradecký kraj
3123,Jičín-Holín,604,Královéhradecký kraj
3124,Jičín-Holovousy,604,Královéhradecký kraj
3125,Jičín-Hořice,604,Královéhradecký kraj
3126,Jičín-Chomutice,604,Královéhradecký kraj
3127,Jičín-Jeřice,604,Královéhradecký kraj
3128,Jičín-Jičíněves,604,Královéhradecký kraj
3129,Jičín-Kněžnice,604,Královéhradecký kraj
3130,Jičín-Konecchlumí,604,Královéhradecký kraj
3131,Jičín-Kopidlno,604,Královéhradecký kraj
3132,Jičín-Lískovice,604,Královéhradecký kraj
3133,Jičín-Lázně Bělohrad,604,Královéhradecký kraj
3134,Jičín-Libáň,604,Královéhradecký kraj
3135,Jičín-Libošovice,604,Královéhradecký kraj
3136,Jičín-Libuň,604,Královéhradecký kraj
3137,Jičín-Lukavec u Hořic,604,Královéhradecký kraj
3138,Jičín-Lužany,604,Královéhradecký kraj
3139,Jičín-Markvartice,604,Královéhradecký kraj
3140,Jičín-Miletín,604,Královéhradecký kraj
3141,Jičín-Zelenecká Lhota,604,Královéhradecký kraj
3142,Jičín-Mladějov,604,Královéhradecký kraj
3143,Jičín-Mlázovice,604,Královéhradecký kraj
3144,Jičín-Rohoznice,604,Královéhradecký kraj
3145,Jičín-Nemyčeves,604,Královéhradecký kraj
3146,Jičín-Nová Paka,604,Královéhradecký kraj
3147,Jičín-Šárovcova Lhota,604,Královéhradecký kraj
3148,Jičín-Osek,604,Královéhradecký kraj
3149,Jičín-Ostroměř,604,Královéhradecký kraj
3150,Jičín-Ostružno,604,Královéhradecký kraj
3151,Jičín-Pecka,604,Královéhradecký kraj
3152,Jičín-Svatojanský Újezd,604,Královéhradecký kraj
3153,Jičín-Podhorní Újezd a Vojice,604,Královéhradecký kraj
3154,Jičín-Podhradí,604,Královéhradecký kraj
3155,Jičín-Dřevěnice,604,Královéhradecký kraj
3156,Jičín-Podůlší,604,Královéhradecký kraj
3157,Jičín-Bukvice,604,Královéhradecký kraj
3158,Jičín-Soběraz,604,Královéhradecký kraj
3159,Jičín-Radim,604,Královéhradecký kraj
3160,Jičín-Samšina,604,Královéhradecký kraj
3161,Jičín-Sběř,604,Královéhradecký kraj
3162,Jičín-Slatiny,604,Královéhradecký kraj
3163,Jičín-Sobčice,604,Královéhradecký kraj
3164,Jičín-Sobotka,604,Královéhradecký kraj
3165,Jičín-Stará Paka,604,Královéhradecký kraj
3166,Jičín-Staré Smrkovice,604,Královéhradecký kraj
3167,Jičín-Střevač,604,Královéhradecký kraj
3168,Jičín-Třebnouševes,604,Královéhradecký kraj
3169,Jičín-Třtěnice,604,Královéhradecký kraj
3170,Jičín-Tuř,604,Královéhradecký kraj
3171,Jičín-Úbislavice,604,Královéhradecký kraj
3172,Jičín-Údrnice,604,Královéhradecký kraj
3173,Jičín-Úhlejov,604,Královéhradecký kraj
3174,Jičín-Újezd pod Troskami,604,Královéhradecký kraj
3175,Jičín-Úlibice,604,Královéhradecký kraj
3176,Jičín-Valdice,604,Královéhradecký kraj
3177,Jičín-Veliš,604,Královéhradecký kraj
3178,Jičín-Vidochov,604,Královéhradecký kraj
3179,Jičín-Vitiněves,604,Královéhradecký kraj
3180,Jičín-Volanice,604,Královéhradecký kraj
3181,Jičín-Vršce,604,Královéhradecký kraj
3182,Jičín-Vysoké Veselí,604,Královéhradecký kraj
3183,Jičín-Železnice,604,Královéhradecký kraj
3184,Jičín-Žeretice,604,Královéhradecký kraj
3185,Jičín-Židovice,604,Královéhradecký kraj
3186,Jičín-Žlunice,604,Královéhradecký kraj
3187,Náchod-Červená Hora,605,Královéhradecký kraj
3188,Náchod-Říkov,605,Královéhradecký kraj
3189,Náchod-Hořenice,605,Královéhradecký kraj
3190,Náchod-Vestec,605,Královéhradecký kraj
3191,Náchod-Velké Poříčí,605,Královéhradecký kraj
3192,Náchod-Šestajovice,605,Královéhradecký kraj
3193,Náchod-Libchyně,605,Královéhradecký kraj
3194,Náchod-Sendraž,605,Královéhradecký kraj
3195,Náchod-Vernéřovice,605,Královéhradecký kraj
3196,Náchod-Bukovice,605,Královéhradecký kraj
3197,Náchod-Adršpach,605,Královéhradecký kraj
3198,Náchod-Litoboř,605,Královéhradecký kraj
3199,Náchod-Náchod,605,Královéhradecký kraj
3200,Náchod-Bezděkov nad Metují,605,Královéhradecký kraj
3201,Náchod-Bohuslavice,605,Královéhradecký kraj
3202,Náchod-Borová,605,Královéhradecký kraj
3203,Náchod-Božanov,605,Královéhradecký kraj
3204,Náchod-Broumov,605,Královéhradecký kraj
3205,Náchod-Brzice,605,Královéhradecký kraj
3206,Náchod-Černčice,605,Královéhradecký kraj
3207,Náchod-Červený Kostelec,605,Královéhradecký kraj
3208,Náchod-Česká Čermná,605,Královéhradecký kraj
3209,Náchod-Česká Metuje,605,Královéhradecký kraj
3210,Náchod-Česká Skalice,605,Královéhradecký kraj
3211,Náchod-Dolany,605,Královéhradecký kraj
3212,Náchod-Dolní Radechová,605,Královéhradecký kraj
3213,Náchod-Hejtmánkovice,605,Královéhradecký kraj
3214,Náchod-Heřmanice,605,Královéhradecký kraj
3215,Náchod-Heřmánkovice,605,Královéhradecký kraj
3216,Náchod-Horní Radechová,605,Královéhradecký kraj
3217,Náchod-Hořičky,605,Královéhradecký kraj
3218,Náchod-Hronov,605,Královéhradecký kraj
3219,Náchod-Chvalkovice,605,Královéhradecký kraj
3220,Náchod-Jaroměř,605,Královéhradecký kraj
3221,Náchod-Jasenná,605,Královéhradecký kraj
3222,Náchod-Jestřebí,605,Královéhradecký kraj
3223,Náchod-Jetřichov,605,Královéhradecký kraj
3224,Náchod-Hynčice,605,Královéhradecký kraj
3225,Náchod-Křinice,605,Královéhradecký kraj
3226,Náchod-Lhota pod Hořičkami,605,Královéhradecký kraj
3227,Náchod-Machov,605,Královéhradecký kraj
3228,Náchod-Martínkovice,605,Královéhradecký kraj
3229,Náchod-Mezilečí,605,Královéhradecký kraj
3230,Náchod-Mezilesí,605,Královéhradecký kraj
3231,Náchod-Meziměstí,605,Královéhradecký kraj
3232,Náchod-Nahořany,605,Královéhradecký kraj
3233,Náchod-Nové Město nad Metují,605,Královéhradecký kraj
3234,Náchod-Nový Hrádek,605,Královéhradecký kraj
3235,Náchod-Nový Ples,605,Královéhradecký kraj
3236,Náchod-Otovice,605,Královéhradecký kraj
3237,Náchod-Police nad Metují,605,Královéhradecký kraj
3238,Náchod-Provodov-Šonov,605,Královéhradecký kraj
3239,Náchod-Přibyslav,605,Královéhradecký kraj
3240,Náchod-Rasošky,605,Královéhradecký kraj
3241,Náchod-Rožnov,605,Královéhradecký kraj
3242,Náchod-Rychnovek,605,Královéhradecký kraj
3243,Náchod-Slatina nad Úpou,605,Královéhradecký kraj
3244,Náchod-Slavětín nad Metují,605,Královéhradecký kraj
3245,Náchod-Slavoňov,605,Královéhradecký kraj
3246,Náchod-Stárkov,605,Královéhradecký kraj
3247,Náchod-Studnice,605,Královéhradecký kraj
3248,Náchod-Suchý Důl,605,Královéhradecký kraj
3249,Náchod-Šonov,605,Královéhradecký kraj
3250,Náchod-Teplice nad Metují,605,Královéhradecký kraj
3251,Náchod-Kramolna,605,Královéhradecký kraj
3252,Náchod-Velichovky,605,Královéhradecký kraj
3253,Náchod-Velká Jesenice,605,Královéhradecký kraj
3254,Náchod-Velké Petrovice,605,Královéhradecký kraj
3255,Náchod-Velký Třebešov,605,Královéhradecký kraj
3256,Náchod-Vlkov,605,Královéhradecký kraj
3257,Náchod-Vršovka,605,Královéhradecký kraj
3258,Náchod-Vysoká Srbská,605,Královéhradecký kraj
3259,Náchod-Vysokov,605,Královéhradecký kraj
3260,Náchod-Zábrodí,605,Královéhradecký kraj
3261,Náchod-Zaloňov,605,Královéhradecký kraj
3262,Náchod-Žďár nad Metují,605,Královéhradecký kraj
3263,Náchod-Žďárky,605,Královéhradecký kraj
3264,Náchod-Žernov,605,Královéhradecký kraj
3265,Rychnov nad Kněžnou-Hřibiny-Ledská,607,Královéhradecký kraj
3266,Rychnov nad Kněžnou-Libel,607,Královéhradecký kraj
3267,Rychnov nad Kněžnou-Rohenice,607,Královéhradecký kraj
3268,Rychnov nad Kněžnou-Krchleby,607,Královéhradecký kraj
3269,Rychnov nad Kněžnou-Svídnice,607,Královéhradecký kraj
3270,Rychnov nad Kněžnou-Vrbice,607,Královéhradecký kraj
3271,Rychnov nad Kněžnou-Polom,607,Královéhradecký kraj
3272,Rychnov nad Kněžnou-Proruby,607,Královéhradecký kraj
3273,Rychnov nad Kněžnou-Jahodov,607,Královéhradecký kraj
3274,Rychnov nad Kněžnou-Chlístov,607,Královéhradecký kraj
3275,Rychnov nad Kněžnou-Rychnov nad Kněžnou,607,Královéhradecký kraj
3276,Rychnov nad Kněžnou-Albrechtice nad Orlicí,607,Královéhradecký kraj
3277,Rychnov nad Kněžnou-Bačetín,607,Královéhradecký kraj
3278,Rychnov nad Kněžnou-Bartošovice v Orlických horách,607,Královéhradecký kraj
3279,Rychnov nad Kněžnou-Bílý Újezd,607,Královéhradecký kraj
3280,Rychnov nad Kněžnou-Bohdašín,607,Královéhradecký kraj
3281,Rychnov nad Kněžnou-Bolehošť,607,Královéhradecký kraj
3282,Rychnov nad Kněžnou-Borohrádek,607,Královéhradecký kraj
3283,Rychnov nad Kněžnou-Borovnice,607,Královéhradecký kraj
3284,Rychnov nad Kněžnou-Bystré,607,Královéhradecký kraj
3285,Rychnov nad Kněžnou-Byzhradec,607,Královéhradecký kraj
3286,Rychnov nad Kněžnou-Častolovice,607,Královéhradecký kraj
3287,Rychnov nad Kněžnou-Čermná nad Orlicí,607,Královéhradecký kraj
3288,Rychnov nad Kněžnou-Černíkovice,607,Královéhradecký kraj
3289,Rychnov nad Kněžnou-České Meziříčí,607,Královéhradecký kraj
3290,Rychnov nad Kněžnou-Čestice,607,Královéhradecký kraj
3291,Rychnov nad Kněžnou-Deštné v Orlických horách,607,Královéhradecký kraj
3292,Rychnov nad Kněžnou-Dobré,607,Královéhradecký kraj
3293,Rychnov nad Kněžnou-Dobruška,607,Královéhradecký kraj
3294,Rychnov nad Kněžnou-Dobřany,607,Královéhradecký kraj
3295,Rychnov nad Kněžnou-Doudleby nad Orlicí,607,Královéhradecký kraj
3296,Rychnov nad Kněžnou-Chleny,607,Královéhradecký kraj
3297,Rychnov nad Kněžnou-Janov,607,Královéhradecký kraj
3298,Rychnov nad Kněžnou-Javornice,607,Královéhradecký kraj
3299,Rychnov nad Kněžnou-Kostelec nad Orlicí,607,Královéhradecký kraj
3300,Rychnov nad Kněžnou-Kostelecké Horky,607,Královéhradecký kraj
3301,Rychnov nad Kněžnou-Kounov,607,Královéhradecký kraj
3302,Rychnov nad Kněžnou-Králova Lhota,607,Královéhradecký kraj
3303,Rychnov nad Kněžnou-Kvasiny,607,Královéhradecký kraj
3304,Rychnov nad Kněžnou-Lhoty u Potštejna,607,Královéhradecký kraj
3305,Rychnov nad Kněžnou-Liberk,607,Královéhradecký kraj
3306,Rychnov nad Kněžnou-Lično,607,Královéhradecký kraj
3307,Rychnov nad Kněžnou-Lípa nad Orlicí,607,Královéhradecký kraj
3308,Rychnov nad Kněžnou-Lukavice,607,Královéhradecký kraj
3309,Rychnov nad Kněžnou-Lupenice,607,Královéhradecký kraj
3310,Rychnov nad Kněžnou-Mokré,607,Královéhradecký kraj
3311,Rychnov nad Kněžnou-Nová Ves,607,Královéhradecký kraj
3312,Rychnov nad Kněžnou-Očelice,607,Královéhradecký kraj
3313,Rychnov nad Kněžnou-Ohnišov,607,Královéhradecký kraj
3314,Rychnov nad Kněžnou-Olešnice v Orlických horách,607,Královéhradecký kraj
3315,Rychnov nad Kněžnou-Olešnice,607,Královéhradecký kraj
3316,Rychnov nad Kněžnou-Opočno,607,Královéhradecký kraj
3317,Rychnov nad Kněžnou-Orlické Záhoří,607,Královéhradecký kraj
3318,Rychnov nad Kněžnou-Osečnice,607,Královéhradecký kraj
3319,Rychnov nad Kněžnou-Pěčín,607,Královéhradecký kraj
3320,Rychnov nad Kněžnou-Podbřezí,607,Královéhradecký kraj
3321,Rychnov nad Kněžnou-Pohoří,607,Královéhradecký kraj
3322,Rychnov nad Kněžnou-Potštejn,607,Královéhradecký kraj
3323,Rychnov nad Kněžnou-Přepychy,607,Královéhradecký kraj
3324,Rychnov nad Kněžnou-Rokytnice v Orlických horách,607,Královéhradecký kraj
3325,Rychnov nad Kněžnou-Rybná nad Zdobnicí,607,Královéhradecký kraj
3326,Rychnov nad Kněžnou-Říčky v Orlických horách,607,Královéhradecký kraj
3327,Rychnov nad Kněžnou-Sedloňov,607,Královéhradecký kraj
3328,Rychnov nad Kněžnou-Semechnice,607,Královéhradecký kraj
3329,Rychnov nad Kněžnou-Skuhrov nad Bělou,607,Královéhradecký kraj
3330,Rychnov nad Kněžnou-Slatina nad Zdobnicí,607,Královéhradecký kraj
3331,Rychnov nad Kněžnou-Sněžné,607,Královéhradecký kraj
3332,Rychnov nad Kněžnou-Solnice,607,Královéhradecký kraj
3333,Rychnov nad Kněžnou-Synkov-Slemeno,607,Královéhradecký kraj
3334,Rychnov nad Kněžnou-Trnov,607,Královéhradecký kraj
3335,Rychnov nad Kněžnou-Třebešov,607,Královéhradecký kraj
3336,Rychnov nad Kněžnou-Tutleky,607,Královéhradecký kraj
3337,Rychnov nad Kněžnou-Týniště nad Orlicí,607,Královéhradecký kraj
3338,Rychnov nad Kněžnou-Val,607,Královéhradecký kraj
3339,Rychnov nad Kněžnou-Vamberk,607,Královéhradecký kraj
3340,Rychnov nad Kněžnou-Voděrady,607,Královéhradecký kraj
3341,Rychnov nad Kněžnou-Záměl,607,Královéhradecký kraj
3342,Rychnov nad Kněžnou-Zdelov,607,Královéhradecký kraj
3343,Rychnov nad Kněžnou-Zdobnice,607,Královéhradecký kraj
3344,Rychnov nad Kněžnou-Žďár nad Orlicí,607,Královéhradecký kraj
3345,Trutnov-Královec,610,Královéhradecký kraj
3346,Trutnov-Litíč,610,Královéhradecký kraj
3347,Trutnov-Lampertice,610,Královéhradecký kraj
3348,Trutnov-Stanovice,610,Královéhradecký kraj
3349,Trutnov-Borovnička,610,Královéhradecký kraj
3350,Trutnov-Zábřezí-Řečice,610,Královéhradecký kraj
3351,Trutnov-Zdobín,610,Královéhradecký kraj
3352,Trutnov-Dolní Brusnice,610,Královéhradecký kraj
3353,Trutnov-Vilantice,610,Královéhradecký kraj
3354,Trutnov-Trutnov,610,Královéhradecký kraj
3355,Trutnov-Batňovice,610,Královéhradecký kraj
3356,Trutnov-Bernartice,610,Královéhradecký kraj
3357,Trutnov-Bílá Třemešná,610,Královéhradecký kraj
3358,Trutnov-Bílé Poličany,610,Královéhradecký kraj
3359,Trutnov-Borovnice,610,Královéhradecký kraj
3360,Trutnov-Čermná,610,Královéhradecký kraj
3361,Trutnov-Černý Důl,610,Královéhradecký kraj
3362,Trutnov-Dolní Branná,610,Královéhradecký kraj
3363,Trutnov-Dolní Dvůr,610,Královéhradecký kraj
3364,Trutnov-Dolní Kalná,610,Královéhradecký kraj
3365,Trutnov-Dolní Lánov,610,Královéhradecký kraj
3366,Trutnov-Dolní Olešnice,610,Královéhradecký kraj
3367,Trutnov-Doubravice,610,Královéhradecký kraj
3368,Trutnov-Dubenec,610,Královéhradecký kraj
3369,Trutnov-Dvůr Králové nad Labem,610,Královéhradecký kraj
3370,Trutnov-Hajnice,610,Královéhradecký kraj
3371,Trutnov-Havlovice,610,Královéhradecký kraj
3372,Trutnov-Horní Brusnice,610,Královéhradecký kraj
3373,Trutnov-Horní Kalná,610,Královéhradecký kraj
3374,Trutnov-Horní Maršov,610,Královéhradecký kraj
3375,Trutnov-Horní Olešnice,610,Královéhradecký kraj
3376,Trutnov-Hostinné,610,Královéhradecký kraj
3377,Trutnov-Hřibojedy,610,Královéhradecký kraj
3378,Trutnov-Chotěvice,610,Královéhradecký kraj
3379,Trutnov-Choustníkovo Hradiště,610,Královéhradecký kraj
3380,Trutnov-Chvaleč,610,Královéhradecký kraj
3381,Trutnov-Janské Lázně,610,Královéhradecký kraj
3382,Trutnov-Jívka,610,Královéhradecký kraj
3383,Trutnov-Klášterská Lhota,610,Královéhradecký kraj
3384,Trutnov-Kocbeře,610,Královéhradecký kraj
3385,Trutnov-Kohoutov,610,Královéhradecký kraj
3386,Trutnov-Kuks,610,Královéhradecký kraj
3387,Trutnov-Kunčice nad Labem,610,Královéhradecký kraj
3388,Trutnov-Lánov,610,Královéhradecký kraj
3389,Trutnov-Lanžov,610,Královéhradecký kraj
3390,Trutnov-Libňatov,610,Královéhradecký kraj
3391,Trutnov-Libotov,610,Královéhradecký kraj
3392,Trutnov-Malá Úpa,610,Královéhradecký kraj
3393,Trutnov-Malé Svatoňovice,610,Královéhradecký kraj
3394,Trutnov-Maršov u Úpice,610,Královéhradecký kraj
3395,Trutnov-Mladé Buky,610,Královéhradecký kraj
3396,Trutnov-Mostek,610,Královéhradecký kraj
3397,Trutnov-Nemojov,610,Královéhradecký kraj
3398,Trutnov-Pec pod Sněžkou,610,Královéhradecký kraj
3399,Trutnov-Pilníkov,610,Královéhradecký kraj
3400,Trutnov-Prosečné,610,Královéhradecký kraj
3401,Trutnov-Radvanice,610,Královéhradecký kraj
3402,Trutnov-Rtyně v Podkrkonoší,610,Královéhradecký kraj
3403,Trutnov-Rudník,610,Královéhradecký kraj
3404,Trutnov-Staré Buky,610,Královéhradecký kraj
3405,Trutnov-Strážné,610,Královéhradecký kraj
3406,Trutnov-Suchovršice,610,Královéhradecký kraj
3407,Trutnov-Svoboda nad Úpou,610,Královéhradecký kraj
3408,Trutnov-Špindlerův Mlýn,610,Královéhradecký kraj
3409,Trutnov-Trotina,610,Královéhradecký kraj
3410,Trutnov-Třebihošť,610,Královéhradecký kraj
3411,Trutnov-Úpice,610,Královéhradecký kraj
3412,Trutnov-Velké Svatoňovice,610,Královéhradecký kraj
3413,Trutnov-Velký Vřešťov,610,Královéhradecký kraj
3414,Trutnov-Vítězná,610,Královéhradecký kraj
3415,Trutnov-Vlčice,610,Královéhradecký kraj
3416,Trutnov-Vlčkovice v Podkrkonoší,610,Královéhradecký kraj
3417,Trutnov-Vrchlabí,610,Královéhradecký kraj
3418,Trutnov-Zlatá Olešnice,610,Královéhradecký kraj
3419,Trutnov-Žacléř,610,Královéhradecký kraj
3420,Chrudim-Dřenice,603,Pardubický kraj
3421,Chrudim-Lány,603,Pardubický kraj
3422,Chrudim-Třibřichy,603,Pardubický kraj
3423,Chrudim-Dvakačovice,603,Pardubický kraj
3424,Chrudim-Bítovany,603,Pardubický kraj
3425,Chrudim-Dolní Bezděkov,603,Pardubický kraj
3426,Chrudim-Úherčice,603,Pardubický kraj
3427,Chrudim-Hodonín,603,Pardubický kraj
3428,Chrudim-Rozhovice,603,Pardubický kraj
3429,Chrudim-Jeníkov,603,Pardubický kraj
3430,Chrudim-Křižanovice,603,Pardubický kraj
3431,Chrudim-Licibořice,603,Pardubický kraj
3432,Chrudim-Vyžice,603,Pardubický kraj
3433,Chrudim-Zájezdec,603,Pardubický kraj
3434,Chrudim-Bor u Skutče,603,Pardubický kraj
3435,Chrudim-Lipovec,603,Pardubický kraj
3436,Chrudim-Stolany,603,Pardubický kraj
3437,Chrudim-Mrákotín,603,Pardubický kraj
3438,Chrudim-Otradov,603,Pardubický kraj
3439,Chrudim-Rabštejnská Lhota,603,Pardubický kraj
3440,Chrudim-Chrudim,603,Pardubický kraj
3441,Chrudim-Běstvina,603,Pardubický kraj
3442,Chrudim-Bojanov,603,Pardubický kraj
3443,Chrudim-Bořice,603,Pardubický kraj
3444,Chrudim-Bousov,603,Pardubický kraj
3445,Chrudim-Bylany,603,Pardubický kraj
3446,Chrudim-Ctětín,603,Pardubický kraj
3447,Chrudim-Čankovice,603,Pardubický kraj
3448,Chrudim-České Lhotice,603,Pardubický kraj
3449,Chrudim-Dědová,603,Pardubický kraj
3450,Chrudim-Hamry,603,Pardubický kraj
3451,Chrudim-Heřmanův Městec,603,Pardubický kraj
3452,Chrudim-Hlinsko,603,Pardubický kraj
3453,Chrudim-Hluboká,603,Pardubický kraj
3454,Chrudim-Holetín,603,Pardubický kraj
3455,Chrudim-Honbice,603,Pardubický kraj
3456,Chrudim-Horka,603,Pardubický kraj
3457,Chrudim-Horní Bradlo,603,Pardubický kraj
3458,Chrudim-Hošťalovice,603,Pardubický kraj
3459,Chrudim-Hrochův Týnec,603,Pardubický kraj
3460,Chrudim-Hroubovice,603,Pardubický kraj
3461,Chrudim-Chrast,603,Pardubický kraj
3462,Chrudim-Chroustovice,603,Pardubický kraj
3463,Chrudim-Jenišovice,603,Pardubický kraj
